phrase,token_length,n_prompts,elm_average_score,elm_percentile,elm_percentile_bin,linear_average_score,linear_percentile,linear_percentile_bin
beautiful design,4,106,881.98694826522,0.49136814714348,1,1681.18274559165,0.477590322996385,1
fucked silly,5,165,881.959267356179,0.491294501758284,1,1720.54487563625,0.546350564307764,2
underwear,3,523,881.893490705618,0.491141073872459,1,1691.66780198281,0.496069177565161,1
chinese deity,4,195,881.836891135191,0.490987645986633,1,1691.10676144331,0.495105650442179,1
backpack,3,131,881.757295098924,0.490668515984117,1,1723.55696909664,0.551628483580148,2
1/800s,8,62,881.695887904013,0.490594870598921,1,1679.22728015531,0.474196498161934,1
nude,3,3237,881.66402620322,0.490502813867426,1,1696.19213597554,0.504213129744757,2
torii,4,119,881.647378104074,0.490447579828529,1,1746.17798826073,0.588794854642421,2
looking to the side,6,134,881.631517552618,0.490392345789632,1,1675.27904453562,0.467212460799175,1
amazing fine detail,5,54,881.621544731988,0.4903677973279,1,1769.79109022352,0.627047495136336,2
parted bangs,5,222,881.561204515062,0.490257329250106,1,1662.66537338119,0.445106571009494,1
best lighting,4,121,881.482550502809,0.490097764248848,1,1669.41689130294,0.457037123411254,1
(realistic:1.3),9,185,881.481690855284,0.490079352902549,1,1654.62027356947,0.431255101477204,1
captivating pose,4,53,881.463535524764,0.490005707517353,1,1659.55909354732,0.440006628084668,1
professional artwork,4,486,881.41021734795,0.489919787901291,1,1670.68817691254,0.459436735545559,1
((masterpiece)),5,1977,881.343779020256,0.4897540857846,1,1675.21669289604,0.467077444259649,1
witch hat,4,162,881.338784488631,0.489747948669167,1,1751.56821093147,0.597840962790669,2
natural shading,4,142,881.309574180925,0.489655891937671,1,1728.56358487841,0.560024057492497,2
ashley wood,4,148,881.272475783889,0.489588383667908,1,1756.88084452861,0.606629312090731,2
pointy ears,5,508,881.230251582589,0.489459504243815,1,1749.06005727212,0.593428376794339,2
(natural light),6,74,881.19249416042,0.48936744751232,1,1682.85701112489,0.480511589942495,1
blue bow,4,53,881.003015482201,0.489023769048072,1,1699.28097476599,0.509527871709739,2
(highres),6,187,880.970766934482,0.488962397893742,1,1663.14794921875,0.445928944477517,1
amazing,3,1753,880.86906531465,0.488723050391855,1,1706.617803875,0.522673572967234,2
((nsfw)),5,175,880.835514439174,0.488618719429494,1,1725.51005894252,0.554813646489877,2
hasselblad,4,63,880.778836204892,0.488465291543669,1,1691.41992090619,0.495676402177449,1
vagina,4,141,880.750501159235,0.488428468851071,1,1707.21058470814,0.52374756816801,2
backlit,4,131,880.710261920026,0.488330275004143,1,1715.3088318337,0.537101931350227,2
wet pussy,5,175,880.646078578404,0.488164572887451,1,1694.26442940848,0.500616780101017,2
huge ass,4,182,880.625241960798,0.488146161541152,1,1679.28115442297,0.474276280662563,1
realistic light,4,79,880.617296436165,0.488127750194853,1,1648.61547697043,0.420803593894798,1
erect nipples,5,66,880.605098377575,0.488115475963987,1,1762.35469563802,0.615669283123546,2
gold,3,379,880.602688389277,0.488103201733121,1,1765.65378975176,0.620812185856404,2
colourful,3,118,880.548833556095,0.487986596539894,1,1622.35601082495,0.377518518745819,1
screaming,3,93,880.525306783697,0.487925225385564,1,1715.13644310736,0.53686258384834,2
a girl,4,131,880.494543876357,0.487888402692966,1,1693.48214698384,0.499285026052055,1
thigh gap,4,329,880.425825310333,0.487759523268873,1,1719.13480885051,0.543754564479603,2
smooth,3,846,880.419291899841,0.487747249038007,1,1670.48887558524,0.459019411696115,1
cable electric wires,5,80,880.339822006226,0.487532449997852,1,1772.95122070313,0.632104478253131,2
pov,3,1626,880.307253543155,0.487397433458326,1,1729.68573549841,0.561883603468698,2
vaginal,4,834,880.274163811041,0.487360610765728,1,1697.02294775508,0.505722860141276,2
(best quality:1.2),10,999,880.252802294177,0.487311513842264,1,1666.76781841656,0.452434286836501,1
sexy poses,4,64,880.248740434647,0.487293102495965,1,1676.43714046478,0.469022909851911,1
look at viewer,5,373,880.236681347558,0.487286965380532,1,1734.26393630613,0.569751385453809,2
8k raw photo,6,142,880.194985886695,0.487231731341635,1,1682.9255461357,0.480652743597454,1
(pixiv:1.3),10,64,880.082437992096,0.487053754994078,1,1677.87400245667,0.47183984583566,1
color grading,4,54,880.022754810475,0.486980109608882,1,1700.0426296658,0.51093940825933,2
random hairstyle,4,57,880.002531352796,0.48695556114715,1,1695.98667292009,0.503808080126179,2
(best shadow:0.7),10,53,879.948968275538,0.486838955953923,1,1768.29217414136,0.624844270695888,2
ultra realistic,4,797,879.93021336583,0.486795996145892,1,1676.95658370991,0.470017122552058,1
deep depth of field,6,87,879.757627640648,0.486397083642746,1,1618.35679679081,0.370988627925103,1
interior,3,69,879.74543872778,0.486378672296447,1,1691.4926173998,0.495805281601542,1
(1 girl),6,365,879.714517692671,0.486280478449519,1,1692.26375280929,0.4972106810357,1
famous artwork,4,348,879.656497560698,0.486176147487158,1,1703.04688324325,0.516063899645888,2
ugly,3,69,879.648123920828,0.486145461909993,1,1640.88201727383,0.407295802826755,1
tonemapping,5,238,879.610243019938,0.486053405178498,1,1656.85257586311,0.435158306892594,1
sailor collar,4,165,879.607808199796,0.486047268063065,1,1806.93763945608,0.682827737306911,2
detailed clothes,4,205,879.582676510695,0.485985896908735,1,1682.63408292445,0.480124951670216,1
sexy,3,1445,879.570531550741,0.485967485562436,1,1674.37695544814,0.465653633479192,1
nurse,3,70,879.56076398577,0.485924525754405,1,1627.49320068359,0.38546608323156,1
(ambient light:1.3),10,53,879.517184275501,0.48583246902291,1,1670.25960670327,0.458546853807773,1
(shiny skin),6,441,879.495372391612,0.48577109786858,1,1710.97276240412,0.529657610329993,2
creampie,4,157,879.479259806833,0.485722000945116,1,1726.24457720131,0.556077892269076,2
white_shirt,5,53,879.458860001474,0.485691315367951,1,1675.13476217018,0.466942427720123,1
breasts,3,3382,879.453065547345,0.485660629790786,1,1706.82822424078,0.523084759701245,2
faded,3,185,879.420743540171,0.485605395751889,1,1680.01561939136,0.475608034711525,1
lustrous skin,5,244,879.392978042853,0.485531750366693,1,1650.11793292937,0.423595981416815,1
jewelry,3,3250,879.347554960984,0.485415145173466,1,1719.55362794847,0.54456466371676,2
(photorealistic:1.6),10,84,879.254531860352,0.485194209017877,1,1690.71489897228,0.494467390437147,1
curtains,3,74,879.231190861882,0.48513897497898,1,1697.92237152924,0.507103711113702,2
attractive,3,192,879.163865566254,0.484973272862289,1,1691.07119115194,0.495038142172416,1
emotional,3,66,879.160668344209,0.484967135746856,1,1666.35424249822,0.451630324714778,1
boots,3,613,879.146951946116,0.48495486151599,1,1801.6286412001,0.674910858398336,2
modelshoot,4,57,879.108094867907,0.484844393438196,1,1655.93091891105,0.433519697071982,1
:d,4,340,879.081148125144,0.484758473822134,1,1706.12932075052,0.521777554114015,2
cumshot,4,86,879.026492806368,0.484605045936309,1,1705.01479676712,0.519555918327268,2
dark aura,4,75,879.014759521484,0.484562086128278,1,1701.43686442057,0.513351294624501,2
username,3,63,878.945487370567,0.48434114997269,1,1759.63843936012,0.61099893827903,2
(depth of field),7,177,878.908438386217,0.484267504587494,1,1675.59802694375,0.467789349649878,1
onsen,4,97,878.874885637736,0.484230681894896,1,1716.42587311735,0.538992162903592,2
((hasselblad photography)),7,357,878.830282430355,0.484138625163401,1,1591.90731495235,0.331557661268051,1
flowers,3,505,878.814687536259,0.484083391124504,1,1628.01533323987,0.386276182468716,1
(intense:1.1),9,57,878.780970924779,0.484028157085607,1,1669.85887815241,0.457920868033607,1
clear image,4,59,878.77521036439,0.484009745739308,1,1648.50421039129,0.42062561754724,1
vivid colours,4,219,878.747497419244,0.483954511700411,1,1604.83210482663,0.350257451992415,1
legs,3,187,878.715930306338,0.483874729199782,1,1718.36780699052,0.542269382544816,2
demon girl,4,105,878.659519159226,0.483801083814586,1,1722.84986281622,0.550474705878743,2
embroidery,3,86,878.623427457588,0.483678341505925,1,1675.39573350064,0.467402711377598,1
clean,3,760,878.621296812359,0.483659930159626,1,1706.36028048867,0.52219487796346,2
legs spread,4,148,878.603675636085,0.483629244582461,1,1644.76586872823,0.413880927686369,1
white pantyhose,5,72,878.596328311496,0.483580147658997,1,1642.32342486911,0.409541987075235,1
25yo,5,53,878.45137052716,0.483328525926244,1,1641.41212089107,0.407927925716355,1
(nude),5,177,878.441446422857,0.483291703233646,1,1720.66604838398,0.546559226232486,2
coat,3,179,878.439399761861,0.48327942900278,1,1725.71648658454,0.555169599184991,2
mature,3,529,878.3957992871,0.48315668669412,1,1694.16258600304,0.500414255291728,2
bright,3,254,878.382692081722,0.483119864001522,1,1664.33379598302,0.4481014833408,1
(night:1.2),9,136,878.378278844497,0.483107589770656,1,1643.87870025635,0.412174809595994,1
from behind,4,978,878.356333289897,0.483058492847192,1,1668.92846080569,0.455969265325912,1
slight smile,4,101,878.301361990447,0.482966436115697,1,1681.18083931196,0.477584185880952,1
16k,5,147,878.300642571482,0.482960299000264,1,1714.74036184298,0.536212049612441,2
floating hair,4,714,878.289454847491,0.482923476307666,1,1766.56610192905,0.622205311059696,2
(muted colors:1.2),10,78,878.179469181941,0.482696403036645,1,1696.29212286533,0.504378831861449,2
(photorealistic:1.3),10,256,878.136050105095,0.482616620536016,1,1659.33202075958,0.439515658850027,1
pregnant,3,55,878.12729880593,0.482585934958851,1,1664.8429576527,0.449083421810081,1
(sitting),5,60,878.098481750488,0.482555249381686,1,1696.14093729655,0.504090387436097,2
white bodysuit,5,53,878.0855263764,0.482530700919954,1,1740.89233052955,0.580460651884401,2
distinct,3,114,878.069953249212,0.48248160399649,1,1636.77876147889,0.400765912006039,1
vivid color,4,183,878.032240737331,0.482383410149562,1,1648.53432343697,0.420686988701571,1
from the front,5,136,877.996069066665,0.482309764764365,1,1664.1086919448,0.447745530645686,1
anime screencap,5,83,877.966488390084,0.482236119379169,1,1762.42143672346,0.615773614085907,2
sitting,3,2217,877.956700129288,0.482199296686571,1,1680.43783642292,0.476350625678918,1
spread ass,4,59,877.943488169525,0.482168611109406,1,1690.40773139566,0.493749347931485,1
(fujifilm xt3),7,51,877.889599669213,0.482082691493344,1,1624.4406786152,0.380734367232713,1
breasts apart,4,68,877.789531932158,0.481874029568622,1,1665.15776959588,0.44977691585401,1
shiny skin,4,2021,877.771377397374,0.481818795529725,1,1728.04896603546,0.55910962729298,2
open legs,4,120,877.759639485677,0.481794247067993,1,1693.94238179525,0.500046028365748,2
(best_quality),7,86,877.73892460313,0.481739013029096,1,1634.14567317519,0.396543576588132,1
(specular lighting:1.4),11,54,877.708688241464,0.481696053221065,1,1618.0559974953,0.370479247344163,1
photorealism,4,455,877.673316033332,0.481646956297601,1,1694.32764221862,0.500794756448574,2
(modern outfit:1.2),10,245,877.627592748525,0.481591722258704,1,1701.48295499841,0.51349244827946,2
35mm film,6,85,877.431050020106,0.481223495332724,1,1585.4922277114,0.322124914847523,1
(lens flare:0.7),10,50,877.296549072266,0.480971873599971,1,1730.24092529297,0.562798033668215,2
dramatic,3,1966,877.267468812386,0.480935050907373,1,1684.8716307414,0.484193859202298,1
sex,3,1172,877.237700159639,0.48084913129131,1,1666.45262911539,0.451924906255562,1
lively texture,4,54,877.198200932256,0.480750937444382,1,1626.52734035916,0.383931804373309,1
absurd,3,55,877.115646084872,0.480554549750526,1,1674.0152121804,0.464941728088964,1
iso 100,6,113,877.089261755479,0.480493178596196,1,1658.01590803028,0.437183554985486,1
retro artstyle,5,126,877.082782563709,0.480474767249897,1,1660.58293951125,0.441565455404651,1
beautiful and aesthetic,5,516,877.060272808223,0.480394984749268,1,1656.17922961804,0.43394315803686,1
1 girl,4,1679,877.027222170441,0.480315202248639,1,1672.84235362541,0.462965576919536,1
error,3,122,877.02678192639,0.480309065133206,1,1690.79734627145,0.494571721399508,1
posing,3,318,876.977741913226,0.480186322824546,1,1638.58277537988,0.40360739645152,1
one side up,5,58,876.962403922246,0.480137225901082,1,1681.54856714709,0.478228583001418,1
rich colors,4,175,876.948308367048,0.480124951670216,1,1669.00426443917,0.456159515904335,1
hat,3,701,876.902334542485,0.48005130628502,1,1733.85698452894,0.569008794486416,2
neutral colors,4,62,876.854632469916,0.479953112438092,1,1711.87974499118,0.531155066495646,2
blond hair,4,190,876.845721034,0.479940838207226,1,1741.42855867085,0.581252339775259,2
flat colors,4,57,876.841713353207,0.479934701091793,1,1703.02475243284,0.516014802722424,2
mist,3,234,876.831594222631,0.479916289745494,1,1723.5805199778,0.551665306272746,2
demon horns,4,107,876.813687262134,0.479891741283762,1,1693.85747777636,0.499892600479922,1
(pureerosface_v1:0.5),15,156,876.806475908328,0.479879467052896,1,1672.9809359037,0.463229472883155,1
dynamic angle,4,1295,876.804844865836,0.47986719282203,1,1680.49131792577,0.476491779333878,1
0.1,5,83,876.80316511407,0.479861055706597,1,1688.02118140531,0.489662029053104,1
fog,3,297,876.787660746462,0.479818095898566,1,1690.45267473728,0.49384140466298,1
huge thighs,4,66,876.782150962136,0.4798058216677,1,1685.54647457238,0.485243305941341,1
spread legs,4,1682,876.771190629703,0.479781273205968,1,1672.58477790461,0.462474607684896,1
music,3,64,876.729371070862,0.479646256666442,1,1689.30596351624,0.491914350417017,1
action,3,50,876.68767578125,0.479535788588648,1,1724.32759521484,0.552972511859976,2
waves,3,122,876.640266043241,0.479413046279988,1,1700.19447251617,0.511221715569248,2
analog photography,4,68,876.595387178309,0.479333263779358,1,1694.87471905877,0.501795106264154,2
perfect ligthing,5,154,876.561111846528,0.479247344163296,1,1696.4049274395,0.504581356670738,2
ultra quality,4,140,876.500534820557,0.479106190508337,1,1639.69221670968,0.405430119735122,1
white jacket,4,142,876.489977984361,0.479075504931172,1,1697.44993870695,0.506385668608041,2
((illustration)),5,69,876.448736660722,0.478965036853378,1,1712.35884072124,0.53206335957973,2
(hdr:1.5),9,58,876.373951879041,0.478768649159522,1,1601.58213648303,0.34561165560963,1
cinestill 800,7,76,876.36243057251,0.478725689351491,1,1662.51945897153,0.444848812161308,1
side view,4,134,876.347731632973,0.478633632619996,1,1679.44166542167,0.474595410665079,1
half body,4,170,876.334267560173,0.478578398581099,1,1709.06623750574,0.526521544343728,2
cross,3,72,876.324008517795,0.478553850119367,1,1713.56229400635,0.534266584020179,2
sad,3,131,876.210921425856,0.478339051079212,1,1715.98588084447,0.538243434820766,2
masterpiece:1.2,7,130,876.162661508413,0.47825313146315,1,1621.26704101563,0.375708069693083,1
looking away,4,261,876.161772336996,0.478234720116851,1,1701.48004735019,0.513480174048594,2
kk,3,210,876.15251566569,0.478216308770552,1,1701.20608956473,0.513007616160252,2
from above,4,780,876.094505432325,0.47806901800016,1,1679.39041920197,0.474521765279883,1
drill hair,4,81,875.952745414075,0.477725339535911,1,1736.04116331501,0.572476264706063,2
shiny hair,4,242,875.759494939126,0.477320289917333,1,1751.67340466208,0.598037350484525,2
high resolution scan,5,51,875.701525819068,0.477160724916075,1,1640.64284859452,0.406890753208177,1
mature woman,4,279,875.658002244956,0.477062531069147,1,1642.75828021743,0.410266166696329,1
red bowtie,5,65,875.606554236779,0.476976611453085,1,1525.89035362831,0.246208796941262,0
nsfw,3,3854,875.532668024132,0.47688455472159,1,1699.63554226331,0.510178405945638,2
big boobs,5,92,875.524849518486,0.476878417606157,1,1721.75557940939,0.548553788748213,2
blunt_bangs,5,57,875.49575537966,0.476792497990095,1,1733.851644951,0.56899652025555,2
sharp,3,537,875.458392521523,0.4767004412586,1,1638.87537916812,0.404214970879387,1
high definition,4,365,875.446024019424,0.476651344335136,1,1667.38389006314,0.453348717036019,1
uncensored,4,533,875.445648343657,0.476645207219703,1,1686.67037133652,0.487219457110769,1
suit,3,153,875.418238820593,0.476602247411672,1,1625.56386391633,0.382422073976789,1
lowres,4,117,875.402396960136,0.476559287603641,1,1620.24601602147,0.373897620640347,1
towel,3,53,875.400170092313,0.476553150488208,1,1715.55466907429,0.537519255199671,2
perfect female figure,5,78,875.395303970728,0.476540876257342,1,1700.92404879057,0.512590292310808,2
manga,3,157,875.375463789436,0.476485642218444,1,1752.93716955489,0.600185340886077,2
epic realistic,4,253,875.330361287113,0.476411996833248,1,1703.25527942039,0.516407578110137,2
(ultra-detailed:1.2),11,95,875.267900165759,0.476289254524588,1,1656.16826107627,0.433912472459695,1
mid shot,4,96,875.251490592957,0.476240157601124,1,1694.44378217061,0.501040241065894,2
thin,3,139,875.240328123244,0.476197197793093,1,1680.39191771583,0.476258568947423,1
blue dress,4,165,875.219382916075,0.476148100869629,1,1729.84287738222,0.562178185009482,2
35mm,5,436,875.194906322234,0.476074455484433,1,1653.85795719252,0.429929484543675,1
(looking at the camera),8,78,875.180700057592,0.476037632791835,1,1692.68753599509,0.498002368926557,1
nipple,3,169,875.179214928983,0.476031495676402,1,1709.50268193533,0.527141393002461,2
candle,3,54,875.165509259259,0.475970124522072,1,1740.95529966001,0.580571119962195,2
high contrast,4,1081,875.155470326695,0.475939438944907,1,1661.91003034029,0.443830050999429,1
pussy juice,5,788,875.062982297791,0.475743051251051,1,1747.57505906778,0.591077861583499,2
1 male,4,81,875.025758154598,0.475620308942391,1,1725.39552589699,0.554623395911454,2
pose,3,177,875.021808861339,0.475614171826958,1,1645.02259266309,0.414341211343844,1
ass,3,942,874.974716899248,0.475491429518298,1,1689.24636341913,0.49185911637812,1
extremely detailed wallpaper,5,112,874.946936947959,0.475448469710267,1,1728.4226499285,0.559717201720847,2
floating particles,4,79,874.889990697933,0.475301178939875,1,1684.11983132664,0.482831419576171,1
thighs,3,825,874.805035326409,0.475074105668854,1,1706.47820785985,0.522421951234481,2
belly,3,73,874.802983532213,0.475067968553421,1,1690.04811576948,0.493154047734484,1
(an extremely delicate and beautiful),9,99,874.760593761097,0.474951363360193,1,1611.88064297763,0.360868524576079,1
beautiful finger,4,113,874.760565023507,0.47494522624476,1,1654.35596621353,0.430751858011697,1
fine details,4,240,874.711887486776,0.474865443744131,1,1708.22382685343,0.525183653179333,2
thick thighs,4,972,874.628090579814,0.474662918934842,1,1733.82815865725,0.568947423332086,2
low ponytail,4,56,874.593563624791,0.474564725087914,1,1669.51249803816,0.457245785335976,1
chiaroscuro,6,113,874.588380661686,0.474558587972481,1,1673.95653324634,0.4648926311655,1
magic circle,4,58,874.571853637695,0.474491079702718,1,1764.58725501751,0.619093793535163,2
photography,3,1035,874.542888748243,0.474435845663821,1,1655.66334871301,0.433028727837342,1
good hand,4,397,874.53053746836,0.47439288585579,1,1677.80649779966,0.471717103527,1
gorgeous queen,4,131,874.521275644084,0.474374474509491,1,1692.07515897096,0.496811768532554,1
computer,4,92,874.514496181322,0.474362200278625,1,1670.39207126783,0.458835298233124,1
spreading legs,4,117,874.504732572115,0.47433151470146,1,1647.96252024072,0.419600719269929,1
highres,4,5885,874.467114904723,0.474202635277367,1,1672.93826008216,0.463143553267093,1
raytracing,4,325,874.431851970966,0.474135127007604,1,1773.22388559195,0.632491116525411,2
crossed legs,4,201,874.42381354944,0.474116715661305,1,1667.01687971276,0.45282092510878,1
two side up,5,113,874.421950078644,0.474104441430439,1,1721.30383732889,0.547633221433262,2
barefoot,3,476,874.321487811433,0.473938739313748,1,1718.42471557104,0.542385987738043,2
high-definition,5,75,874.306411132813,0.473889642390284,1,1679.3,0.474362200278625,1
big hips,4,57,874.230426453708,0.473730077389026,1,1670.65482905873,0.459363090160363,1
white flower,4,67,874.208507253163,0.473705528927294,1,1688.15673554833,0.489889102324126,1
f/2.8,7,253,874.183909510435,0.473625746426665,1,1664.7304016837,0.448893171231658,1
girl,3,700,874.164548977443,0.473607335080366,1,1682.48216849191,0.479818095898566,1
apron,3,203,874.131802112598,0.473521415464304,1,1643.67866854362,0.411849542478044,1
swimming,3,56,874.001872471401,0.473257519500684,1,1714.99173627581,0.536647784808184,2
hard nipples,4,95,873.983407753392,0.473232971038952,1,1719.67577097039,0.544877656603843,2
radiosity,4,827,873.948649008588,0.473140914307457,1,1695.50599613213,0.502905924157527,2
long legs,4,405,873.654240172586,0.472613122380219,1,1680.70160861545,0.476853869144425,1
(shiny skin:1.2),10,67,873.59795914835,0.472459694494394,1,1821.39049017607,0.702441958230792,2
blurry background,4,865,873.587900776946,0.472441283148095,1,1639.2364913323,0.404755037037492,1
wide-eyed,5,81,873.585344856168,0.472435146032662,1,1646.75273904683,0.417489551560975,1
(from below),6,83,873.546424589961,0.472361500647466,1,1689.03002414933,0.49149088945214,1
out of focus,5,59,873.503079171908,0.472281718146837,1,1625.49844205177,0.382293194552696,1
puffy nipples,4,426,873.420375591153,0.472140564491878,1,1711.65219345451,0.530823662262264,2
deformed,4,65,873.376068349985,0.472036233529516,1,1643.72685077374,0.411904776516942,1
colored sclera,6,70,873.333753749302,0.471938039682588,1,1682.80870012556,0.480456355903598,1
blowjob,4,117,873.31786326873,0.471845982951093,1,1733.20039928469,0.567928662170207,2
illustration,3,3055,873.303707089089,0.471803023143062,1,1708.40803506355,0.525410726450354,2
scared,3,88,873.300777782093,0.471796886027629,1,1708.04180492054,0.524925894331146,2
michal mraz,6,107,873.287231730524,0.471772337565897,1,1584.92750848788,0.321455969265326,1
award winning,4,380,873.245477656314,0.47165573237267,1,1667.09987568102,0.452919118955708,1
oil painting texture,5,70,873.236890956334,0.471612772564639,1,1592.82740478516,0.333122625703467,1
gawr gura,5,59,873.141432422703,0.471447070447948,1,1751.55947307005,0.597834825675236,2
animal ears,4,557,873.116598077908,0.471422521986216,1,1760.34289857601,0.612164990211301,2
wall,3,194,873.078148202798,0.471330465254721,1,1619.30860822225,0.37241243870556,1
sports bra,4,129,873.000760337179,0.471158626022597,1,1707.124872252,0.52362482585935,2
masterpiece,3,25822,872.98929277588,0.471140214676298,1,1678.75778588133,0.473374124693911,1
1girl,4,27034,872.956601046578,0.471048157944803,1,1671.49441157716,0.460805312287119,1
extremely beautiful,4,61,872.894859439037,0.470907004289844,1,1666.7330772525,0.452360641451305,1
short hair with long locks,7,52,872.878675020658,0.470864044481813,1,1655.8758392334,0.433403091878755,1
composition,3,109,872.852551101545,0.470802673327483,1,1716.54245079111,0.539200824828314,2
divine goddess,4,206,872.813655668092,0.470722890826854,1,1663.06375062813,0.445738693899094,1
curvy,3,627,872.749384647351,0.470600148518194,1,1686.45203775652,0.486857367300222,1
ultra detailed,4,2634,872.604377112247,0.470274881400244,1,1699.9319552318,0.510773706142639,2
ultra hd,4,147,872.549847868835,0.470133727745285,1,1658.85913459622,0.438582817304211,1
dirty,3,94,872.540833818152,0.470096905052687,1,1657.40626233689,0.436029777284081,1
frills,4,444,872.43171052675,0.469882106012532,1,1690.52295774168,0.49402551812597,1
elegant,3,1294,872.382960241397,0.469716403895841,1,1683.98070973038,0.482567523612552,1
dslr,3,1542,872.364259747061,0.469691855434109,1,1684.2290932424,0.483113726886089,1
dutch angle,4,184,872.346287437107,0.469624347164346,1,1729.78400122601,0.562061579816255,2
nipples,3,2166,872.342830844643,0.46961207293348,1,1698.34880585816,0.507889261889127,2
exposed breasts,4,102,872.316313500498,0.469556838894583,1,1689.66481407016,0.492564884652915,1
[realistic proportions],6,71,872.286841164173,0.469470919278521,1,1684.39913639552,0.483426719773172,1
check commentary,4,69,872.285029314566,0.469464782163088,1,1723.62321582739,0.551745088773375,2
skin details,4,88,872.26501568881,0.469403411008758,1,1712.25117423318,0.531916068809338,2
black shorts,4,103,872.217208121587,0.46930521716183,1,1711.63161075925,0.530780702454233,2
dark theme,4,181,872.215683404912,0.469299080046397,1,1611.27369040811,0.359929545914829,1
pink skirt,4,50,872.056581420898,0.469010635621045,1,1597.91694335938,0.340573083839134,1
volumetric,4,80,872.033436965942,0.46897995004388,1,1711.85530700684,0.531124380918481,2
1 man,4,102,872.019987068924,0.468936990235849,1,1698.45158146877,0.508085649582983,2
representational,4,53,871.953920760245,0.468759013888292,1,1624.65043093124,0.38105349723523,1
nudity,4,58,871.935546348835,0.468703779849395,1,1664.50372945851,0.448383790650718,1
brown_eyes,5,170,871.862964046703,0.468519666386405,1,1684.59326961742,0.483696752852224,1
straight hair,4,278,871.807247793074,0.468390786962312,1,1649.37853235478,0.422227404675255,1
divine queen,4,69,871.744801839193,0.468200536383889,1,1692.0736367046,0.496799494301688,1
2girl,4,54,871.648462366175,0.467905954843105,1,1673.73550980179,0.464530541354952,1
hatsune miku,5,82,871.520134530416,0.467623647533186,1,1795.05066513434,0.665484249093241,2
light sparkles,4,138,871.468224566916,0.46755000214799,1,1689.98905347741,0.493074265233855,1
finely detailed skin,5,374,871.461461317093,0.467519316570825,1,1649.06526143283,0.421613693131954,1
(masterpiece),5,2656,871.446397729667,0.467476356762794,1,1672.23389745046,0.462002049796555,1
lightning,3,111,871.36176953015,0.467230872145474,1,1718.19167513461,0.541968663888599,2
group sex,4,62,871.361640191847,0.467224735030041,1,1622.60010848507,0.3778683343255,1
big belly,4,55,871.353849098899,0.467218597914608,1,1744.9123379794,0.586794155011262,2
yellow hair,4,81,871.326535825376,0.467163363875711,1,1711.80216923466,0.531026187071553,2
iso 200,6,149,871.318695273175,0.467126541183113,1,1671.76596130781,0.461284007290893,1
high details,4,215,871.313834753702,0.467101992721381,1,1716.78461715343,0.539685656947522,2
water drop,4,80,871.273510408402,0.467040621567051,1,1740.57399520874,0.579896037264565,2
cum on hair,5,74,871.270309448242,0.467034484451618,1,1761.42100071263,0.613950890802305,2
poorly drawn,4,50,871.187437133789,0.466819685411463,1,1668.07878417969,0.454527043199156,1
full shot body photo of the most beautiful artwork in the world,14,88,871.182408072732,0.466807411180597,1,1556.42894536799,0.282558931650945,1
female focus,4,174,871.075059737282,0.466617160602174,1,1680.73346017421,0.476890691837023,1
{highres},6,51,870.91166417739,0.466224385214462,1,1678.81401750153,0.473460044309973,1
(illustration),5,313,870.886356560948,0.466193699637296,1,1699.41259609625,0.509797904788791,2
hearts,3,54,870.87304630986,0.466175288290997,1,1637.9868254485,0.402705240482868,1
light leaks,4,92,870.705857318381,0.465856158288481,1,1672.06935849397,0.461738153832935,1
wet,3,1171,870.667545145949,0.465764101556986,1,1670.04809387885,0.45823386092069,1
colors,3,363,870.648018408741,0.465715004633522,1,1650.88613378772,0.424909324119477,1
warm light,4,122,870.641329405738,0.465708867518089,1,1709.45989940206,0.527092296078997,2
book,3,101,870.419374069365,0.465254720976047,1,1730.72594731397,0.563632681367104,2
(highest picture quality),7,95,870.374759392989,0.46513811578282,1,1649.8323203639,0.423111149297607,1
beach background,4,59,870.237168974796,0.464874219819201,1,1678.44674527443,0.472815647189508,1
extra feet,4,55,870.099894020774,0.464542815585818,1,1657.54692826705,0.436281399016834,1
woman posing for a photo,7,114,870.085296363161,0.464524404239519,1,1632.50236002604,0.393487293102496,1
(illustration:1.3),9,54,870.05482143826,0.464463033085189,1,1637.86357851382,0.402508852789012,1
muted color,4,50,869.980422363281,0.464285056737632,1,1686.05976074219,0.486120913448261,1
beautiful legs,4,95,869.924742528012,0.464193000006137,1,1661.25920988384,0.44256580522023,1
completely nude,4,392,869.916627047013,0.464186862890704,1,1675.41297912598,0.46742725983933,1
heavy blush,4,57,869.913252445689,0.464168451544405,1,1641.92520516379,0.408836218800439,1
original,3,494,869.855129890596,0.464045709235745,1,1707.62664263644,0.524391965288475,2
hoop earrings,4,185,869.818684181007,0.463947515388817,1,1691.33988795925,0.495547522753355,1
clothes pull,4,81,869.775764747902,0.463880007119054,1,1634.13091061439,0.396531302357266,1
beautiful studio soft light,6,99,869.764245543817,0.463837047311023,1,1624.14837091619,0.380274083575238,1
socks,3,162,869.723044878171,0.463732716348662,1,1662.07725882825,0.444087809847615,1
pony tail,4,51,869.705291149663,0.463689756540631,1,1779.25888719746,0.641715201021216,2
gauntlets,4,119,869.677973258395,0.463652933848033,1,1793.66248892135,0.663495823692948,2
red dress,4,246,869.647033319241,0.463597699809136,1,1605.08762737988,0.350570444879498,1
